id,listing_url,scrape_id,source,name,description,picture_url,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,bathrooms_type
37572062,https://www.airbnb.com/rooms/37572062,20250302033917,city scrape,1 bed in 6 Bed female Dorm,"1 bed in a 6beds FEMALE dorm: share, socialize and save! <br /><br />Our dorms are ensuite with in-room but separate shower, toilet and 2 wash basins.<br /><br />Each bed has a privacy panel and is equipped with reading light, electricity plug, shelf, and luggage storage. <br /><br />FREE Linen kit (1 pillow case, 2 bed sheets, and 1 duvet), Wi-Fi and A/C. <br /><br />Towels and padlock available to purchase at reception.<br /><br />Come to join our Social Bar: There is a wide choice of weekly musical events, always free for our guests ;)",https://a0.muscache.com/pictures/ee70c9d9-7e9d-4f8f-a8d6-3c671760eeb3.jpg,276848376,https://www.airbnb.com/users/show/276848376,Gianluca,2019-07-17,"Venezia, Italy",within an hour,100%,100%,t,9.0,11.0,"['email', 'phone']",t,t,Piave 1860,Terraferma,45.483463,12.233254,Shared room in hostel,Shared room,1,1.0,1 shared bath,1.0,1.0,"[""Backyard"", ""Smoke alarm"", ""Shower gel"", ""Shampoo"", ""Air conditioning"", ""Elevator"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Ping pong table"", ""Hair dryer"", ""Oven"", ""Refrigerator"", ""Exterior security cameras on property"", ""Dishwasher"", ""Window guards"", ""Essentials"", ""Hangers"", ""Stove"", ""Room-darkening shades"", ""Free street parking"", ""Building staff"", ""Fire extinguisher"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony"", ""Dryer"", ""Luggage dropoff allowed"", ""Board games"", ""Self check-in"", ""Fast wifi \u2013 250 Mbps"", ""Cooking basics"", ""First aid kit"", ""Heating"", ""Books and reading material"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",22.0,1,7,1,1,7,7,1.0,7.0,t,29,57,87,361,2025-03-02,188,46,4,301,38,255,5610.0,2025-02-14,4.84,4.88,4.8,4.94,4.88,4.78,4.85,t,9,0,1,5,2.85,shared bath
37612356,https://www.airbnb.com/rooms/37612356,20250302033917,city scrape,Casa Manin,"Casa Manin is located along the Rio dei Vetrai with shops, bars and restaurants. The house has a very bright living room overlooking the canal.  The house is equipped with wi-fi.<br /><br />Casa Manin is located along the Rio dei Vetrai with shops, bars and restaurants. The house has a very bright living room overlooking the canal.   The house is equipped with wi-fi connection.<br /><br />Numero licenza: M02704211550",https://a0.muscache.com/pictures/6e7f17b0-277f-4378-86a6-eccf0d2df62c.jpg,284168649,https://www.airbnb.com/users/show/284168649,Fabio,2019-08-09,"Portogruaro, Italy",within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,t,Murano,Isole,45.4526,12.35107,Entire home,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Bidet"", ""AC - split type ductless system"", ""Pets allowed"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Toaster"", ""Private entrance"", ""Hair dryer"", ""47 inch HDTV"", ""Ceiling fan"", ""Baking sheet"", ""Dining table"", ""Wifi"", ""Refrigerator"", ""Coffee maker: espresso machine, pour-over coffee"", ""Dishwasher"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Stainless steel gas stove"", ""Free dryer \u2013 In unit"", ""Extra pillows and blankets"", ""Coffee"", ""Canal view"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Single level home"", ""Waterfront"", ""Board games"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""City skyline view"", ""Heating"", ""Crib - available upon request"", ""Books and reading material"", ""Stainless steel oven"", ""Pack \u2019n play/Travel crib"", ""Drying rack for clothing"", ""Kitchen"", ""Iron"", ""Bed linens"", ""Bathtub""]",122.0,3,30,3,3,30,30,3.0,30.0,t,20,29,41,217,2025-03-02,170,47,0,217,49,255,31110.0,2025-01-02,4.85,4.88,4.75,4.89,4.92,4.94,4.81,t,1,1,0,0,3.15,bath
36828367,https://www.airbnb.com/rooms/36828367,20250302033917,city scrape,Residenza Ca' Giacomo,"Located in the Cannaregio district, Residenza Ca 'Giacomo is perfect for those who want to visit Venice in a convenient and peaceful location.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzY4MjgzNjc%3D/original/c3ccaf85-1691-4d7f-845c-2978da82fa45.jpeg,5618111,https://www.airbnb.com/users/show/5618111,Easy Suite,2013-03-25,"Venice, Italy",within an hour,100%,100%,f,74.0,75.0,"['email', 'phone']",t,f,Cannaregio,Isole,45.44636917114258,12.326287269592283,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Washer \u2013\u00a0In unit"", ""Shower gel"", ""Shampoo"", ""Air conditioning"", ""Hot water kettle"", ""Hot water"", ""Hair dryer"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Dishwasher"", ""Essentials"", ""Fire extinguisher"", ""Dishes and silverware"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Heating"", ""Kitchen"", ""Bed linens""]",108.0,1,28,1,5,28,999,1.8,180.0,t,18,40,70,193,2025-03-02,179,49,1,193,46,255,27540.0,2025-02-21,4.7,4.68,4.8,4.52,4.65,4.78,4.62,t,72,67,5,0,2.64,bath
36868668,https://www.airbnb.com/rooms/36868668,20250302033917,city scrape,"Aliki's house, Dorsoduro","In the Dorsuduro neighborhood near the train station. ALIKI'S HOUSE can be reached by the ferry (stop S. Basilio a few minutes walk away) without walking through any bridge and therefore comfortable for everyone.<br />A large ground floor apartment consisting of two bedrooms, a living room with an exposed kitchen overlooking the beautiful garden and two bathrooms.",https://a0.muscache.com/pictures/67f12dc6-0fed-4b70-8737-444864f78990.jpg,189903592,https://www.airbnb.com/users/show/189903592,Tiziana,2018-05-16,"Milan, Italy",within a day,59%,73%,f,11.0,12.0,"['email', 'phone']",t,t,Dorsoduro,Isole,45.43442,12.32146,Entire rental unit,Entire home/apt,3,2.0,2 baths,2.0,2.0,"[""Hair dryer"", ""Essentials"", ""Private backyard \u2013 Not fully fenced"", ""Hangers"", ""Air conditioning"", ""Heating"", ""Wifi"", ""TV"", ""Washer"", ""Kitchen"", ""Iron""]",295.0,31,1125,1,31,1125,1125,28.3,1125.0,t,9,39,69,212,2025-03-02,11,6,0,177,6,255,75225.0,2024-11-02,5.0,5.0,4.91,4.91,5.0,5.0,4.91,f,4,4,0,0,0.17,baths
36875571,https://www.airbnb.com/rooms/36875571,20250302033917,city scrape,Casa Flora Venezia,"CASA FLORA is a large house in the heart of Venice; a space that is open, unique, to inhabit, work and socialize in, a home to experience Venice and  where to feel Venetian for a few days.<br />Casa Flora is an Italian-design apartment, completely custom made that welcomes travelers with the comforts of a boutique hotel but the freedom of a private home. Daily breakfast is provided as well as daily cleaning (included in the rate)<br />Total costs doesn't include local city tax (euro 4 per adult per night)",https://a0.muscache.com/pictures/02622056-9d85-4394-bb8e-2e3123f5b37b.jpg,149675469,https://www.airbnb.com/users/show/149675469,Gioele,2017-09-08,"Venice, Italy",within a day,100%,29%,f,3.0,3.0,"['email', 'phone', 'work_email']",t,t,San Marco,Isole,45.43236,12.33413,Entire rental unit,Entire home/apt,7,3.5,3.5 baths,3.0,3.0,"[""Housekeeping - included with your stay"", ""Bidet"", ""Coffee maker: espresso machine"", ""Breakfast bar"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Breakfast"", ""Ethernet connection"", ""Dining table"", ""Wifi"", ""TV"", ""Outdoor dining area"", ""Dryer"", ""Cooking basics"", ""Crib"", ""Heating"", ""Safe"", ""Washer"", ""Kitchen"", ""Iron""]",1466.0,3,365,3,3,365,365,3.0,365.0,t,20,32,33,33,2025-03-02,3,1,0,33,1,6,8796.0,2024-06-16,4.67,5.0,5.0,5.0,5.0,5.0,5.0,f,3,3,0,0,0.07,baths
36877821,https://www.airbnb.com/rooms/36877821,20250302033917,city scrape,Tommy's Loft,"Comfortable modern/old style vacation home recently renovated.<br />From here, getting to Venice, it's very simple. The nearest bus stop is only a 2-minute walk away from the house and just a 10-minute bus ride away from the island. <br />Also within walking distance is the city center where there are supermarkets, shops, clubs, bars, restaurants, tobacconists, pharmacies and banks.<br />AIR CONDITIONING, Wi-Fi Fiber, TV, independent central heating.",https://a0.muscache.com/pictures/69554569-0a03-48d0-8ebb-791d021f3852.jpg,150264519,https://www.airbnb.com/users/show/150264519,Alessandro,2017-09-12,"Venice, Italy",within an hour,100%,100%,t,1.0,1.0,['phone'],t,t,Marghera,Terraferma,45.47548,12.22477,Entire home,Entire home/apt,6,1.0,1 bath,2.0,4.0,"[""Backyard"", ""High chair"", ""Shower gel"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Baking sheet"", ""Oven"", ""Wifi"", ""Exterior security cameras on property"", ""Refrigerator"", ""Dishwasher"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Stove"", ""Free parking on premises"", ""TV with standard cable"", ""Free street parking"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony"", ""Dryer"", ""Single level home"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Crib"", ""First aid kit"", ""Heating"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",113.0,2,14,2,2,14,14,2.0,14.0,t,23,40,52,256,2025-03-02,321,55,2,196,53,255,28815.0,2025-02-23,4.97,4.97,4.98,4.97,4.98,4.87,4.94,f,1,1,0,0,4.7,bath
36929938,https://www.airbnb.com/rooms/36929938,20250302033917,city scrape,Casa Selva near Venice,"If you book this house you are in central area a 3 mins from bus for Venice and airport. <br />Apartment is very bright and furnished to remind nature and its inhabitants. Nearby you will find bars, restaurants, shops. The location is very equipped to provide the best stay to all tourists in the world who want to spend a few days a few steps from the precious Venice<br />You have to pay Venice tax 4€ a person per day. Appartament is a 2nd floor <br /><br />Licenza  027042-LOC-12602",https://a0.muscache.com/pictures/f877129a-2597-4213-8e9b-fe1e0a98a635.jpg,107177361,https://www.airbnb.com/users/show/107177361,Leo,2016-12-13,"Venice, Italy",within an hour,100%,100%,f,3.0,4.0,"['email', 'phone']",t,t,Altobello,Terraferma,45.49009,12.24711,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Bidet"", ""High chair"", ""AC - split type ductless system"", ""Paid street parking off premises"", ""Avon body soap"", ""Pets allowed"", ""Pack \u2019n play/Travel crib"", ""Hot water"", ""Hair dryer"", ""Wifi"", ""Refrigerator"", ""TV"", ""Essentials"", ""Central air conditioning"", ""Hangers"", ""Whirpool  oven"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony"", ""Free washer"", ""Courtyard view"", ""Cooking basics"", ""Crib"", ""City skyline view"", ""Heating"", ""Clothing storage: closet"", ""Drying rack for clothing"", ""Kitchen"", ""Iron"", ""Garden view""]",78.0,1,1125,1,1,1125,1125,1.0,1125.0,t,22,43,68,68,2025-03-02,135,30,2,68,32,180,14040.0,2025-02-16,4.77,4.8,4.79,4.7,4.68,4.79,4.64,f,3,3,0,0,2.02,bath
36965652,https://www.airbnb.com/rooms/36965652,20250302033917,city scrape,Carmini Canal View with Lift - Travel Sustainable,"This comfortable and renovated apartment is located along the ""Rio dei Carmini"" Canal. From this position you will enjoy the panorama of  the magical authentic Venice atmosphere! Amazing full view - like a postcard.",https://a0.muscache.com/pictures/e96bde44-74f8-4d03-93dd-9f9496a4c9a8.jpg,141282928,https://www.airbnb.com/users/show/141282928,Thomas,2017-07-19,"Venice, Italy",within an hour,100%,99%,f,7.0,8.0,"['email', 'phone']",t,t,Dorsoduro,Isole,45.43437,12.31942,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Smoke alarm"", ""Bidet"", ""Shampoo"", ""Air conditioning"", ""Elevator"", ""Hot water"", ""Hair dryer"", ""Wifi"", ""Refrigerator"", ""TV"", ""Dishwasher"", ""Essentials"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Coffee maker"", ""Self check-in"", ""Cooking basics"", ""Smart lock"", ""Heating"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",111.0,2,30,2,3,16,16,3.0,16.0,t,14,37,52,253,2025-03-02,136,16,0,253,15,96,10656.0,2025-01-30,4.63,4.78,4.74,4.76,4.79,4.88,4.57,t,7,7,0,0,2.0,baths
37046237,https://www.airbnb.com/rooms/37046237,20250302033917,city scrape,Riva De Biasio Charming Apartment R&r,"Id M0270429045 <br />Crossing the threshold of this apartment, you will immediately have the feeling of being immersed in a Venetian atmosphere, thanks to its unmistakable design: Venetian flooring, exposed wooden beams, fine furnitures. <br />You will have 3 double bedrooms, a bathroom with shower, a fully equipped kitchen and a large bright living room to relax after your days exploring the city.",https://a0.muscache.com/pictures/prohost-api/Hosting-37046237/original/841bd414-e668-488f-95e5-c9ca52860fa9.jpeg,173200514,https://www.airbnb.com/users/show/173200514,Rent&Relax,2018-02-13,"Venice, Italy",within an hour,100%,100%,f,101.0,124.0,"['email', 'phone']",t,t,Santa Croce,Isole,45.4404,12.32641,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Air conditioning"", ""Smoking allowed"", ""Pets allowed"", ""Hair dryer"", ""Oven"", ""Wifi"", ""Refrigerator"", ""TV"", ""Dishwasher"", ""Essentials"", ""Host greets you"", ""Stove"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Freezer"", ""Cooking basics"", ""Crib"", ""Heating"", ""Kitchen"", ""Iron"", ""Bed linens""]",207.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,2025-03-02,60,1,0,0,1,6,1242.0,2024-07-12,4.8,4.88,4.88,4.82,4.97,4.93,4.7,t,70,70,0,0,0.89,bath
37613867,https://www.airbnb.com/rooms/37613867,20250302033917,city scrape,Apt. Fidelio Design (150m from Rialto´s Bridge),"Apartment in the historic center less than 500 meters from Piazza San Marco and just 150 meters from the Rialto Bridge. High level design apartment, it consists of a magnificent living room (with sofa bed), a complete kitchen, two spacious and bright double bedrooms, a complete bathroom with shower and a second bathroom with toilet, sink and washing machine. On request 2 additional bed spaces (sofa bed). Maximum capacity 6 people.",https://a0.muscache.com/pictures/prohost-api/Hosting-37613867/original/42876c79-1105-4bfd-a9d8-2ffceb94589f.jpeg,2634978,https://www.airbnb.com/users/show/2634978,Veniceapartment-Com,2012-06-14,"Venice, Italy",within an hour,98%,98%,f,136.0,136.0,"['email', 'phone']",t,t,Cannaregio,Isole,45.44004,12.33621,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,2.0,3.0,"[""Air conditioning"", ""Hot water kettle"", ""Hot water"", ""Toaster"", ""Hair dryer"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Host greets you"", ""Stove"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Freezer"", ""Heating"", ""Crib - available upon request"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",189.0,1,1125,2,2,1125,1125,2.0,1125.0,t,28,58,88,363,2025-03-02,26,8,0,303,9,48,9072.0,2024-11-10,4.58,4.65,4.73,4.81,4.65,4.85,4.58,t,134,134,0,0,0.42,baths
37620004,https://www.airbnb.com/rooms/37620004,20250302033917,city scrape,Palazzo Fosca Prestige Terrace,"Luxurious apartment with highly prestigious furnishings and terrace overlooking the canal located in the historic center of Venice. Apartment of over 300 m2 consisting of a huge dining room with furnishing piano, independent kitchen, living room, 3 double bedrooms, 3 bathrooms with shower and large laundry room on the ground floor. Elegant area near the Church of Santa Fosca (Cannaregio). On request 2 additional bed spaces (sofa bed). Maximum capacity 8 people.",https://a0.muscache.com/pictures/prohost-api/Hosting-37620004/original/35ee2685-95d8-4cc6-a982-0fdf475f9cdf.jpeg,2634978,https://www.airbnb.com/users/show/2634978,Veniceapartment-Com,2012-06-14,"Venice, Italy",within an hour,98%,98%,f,136.0,136.0,"['email', 'phone']",t,t,Cannaregio,Isole,45.44449,12.33309,Entire rental unit,Entire home/apt,8,3.0,3 baths,3.0,4.0,"[""Air conditioning"", ""Private patio or balcony"", ""Hot water kettle"", ""Hot water"", ""Hair dryer"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Dishwasher"", ""Essentials"", ""Host greets you"", ""Stove"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Dryer"", ""Freezer"", ""Crib"", ""Heating"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",592.0,1,1125,2,2,1125,1125,2.0,1125.0,t,26,54,84,348,2025-03-02,56,22,0,288,22,132,78144.0,2025-01-01,4.91,4.95,4.93,4.98,4.95,4.91,4.79,t,134,134,0,0,0.89,baths
37621054,https://www.airbnb.com/rooms/37621054,20250302033917,city scrape,Economy Private Single Room With Shared Bathroom,"Air condition, TV ( Flat) , Heater, Closet, Balcony, PABX system. Shared bathroom.",https://a0.muscache.com/pictures/b09f5b63-b131-43de-be40-7ec9bb3d657e.jpg,283172998,https://www.airbnb.com/users/show/283172998,Hotel Amba Alagi,2019-08-06,"Venezia, Italy",within an hour,100%,100%,f,6.0,6.0,"['email', 'phone']",t,t,Marghera Zona Industriale,Terraferma,45.46943,12.24007,Room in boutique hotel,Hotel room,1,2.0,2 baths,1.0,1.0,"[""Smoke alarm"", ""Shampoo"", ""Air conditioning"", ""Pets allowed"", ""Hot water"", ""Hair dryer"", ""Long term stays allowed"", ""Wifi"", ""Refrigerator"", ""TV"", ""Essentials"", ""Hangers"", ""Free parking on premises"", ""Building staff"", ""Fire extinguisher"", ""Microwave"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Self check-in"", ""Crib"", ""First aid kit"", ""Heating"", ""Iron""]",29.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,121,2025-03-02,18,0,0,61,0,0,0.0,2023-12-31,4.17,4.22,4.28,4.24,4.41,4.12,4.18,t,6,0,1,0,0.27,baths
37624531,https://www.airbnb.com/rooms/37624531,20250302033917,city scrape,Private House on 3 levels in the centre of Venice,"Our House is located close to the train station, but away from the touristic crowd in a very quite and caratteristic area. It is structured on three levels with 2 bathrooms, a living room and 2 spacious large rooms. It can host up to 5 people plus a baby.<br />The house is located very close to the famous middle aged Frari Church and the Scuola Grande San Giovanni evangelista, a wonderful example of marble decoration in the venice historic architecture.",https://a0.muscache.com/pictures/cec93d26-1e31-4dbd-9ece-abb35212a2b4.jpg,63752942,https://www.airbnb.com/users/show/63752942,Francesco,2016-03-20,"Milan, Italy",within an hour,100%,85%,f,1.0,1.0,"['email', 'phone']",t,t,San Polo,Isole,45.4378015,12.3265174,Entire home,Entire home/apt,4,1.5,1.5 baths,2.0,4.0,"[""Bed linens"", ""Clothing storage: closet"", ""Bidet"", ""Shower gel"", ""Shampoo"", ""Air conditioning"", ""Dedicated workspace"", ""Body soap"", ""Hot water kettle"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Long term stays allowed"", ""Paid parking garage off premises"", ""Baking sheet"", ""Oven"", ""Dining table"", ""Laundromat nearby"", ""Wifi"", ""Refrigerator"", ""Cleaning products"", ""Paid washer \u2013 In unit"", ""Essentials"", ""Hangers"", ""Stove"", ""Extra pillows and blankets"", ""Coffee"", ""Building staff"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Coffee maker"", ""Freezer"", ""Self check-in"", ""Cooking basics"", ""Crib"", ""Heating"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""Drying rack for clothing"", ""Kitchen"", ""Iron"", ""Baby bath""]",180.0,2,150,2,2,1125,1125,2.0,1125.0,t,25,39,51,129,2025-03-02,102,27,1,129,28,162,29160.0,2025-02-16,4.75,4.82,4.78,4.91,4.89,4.92,4.72,f,1,1,0,0,1.53,baths
37706095,https://www.airbnb.com/rooms/37706095,20250302033917,city scrape,1 bed in 9 Bed Mixed Shared Dorm,"1 bed in a 9beds mixed dorm: share, socialize and save! <br /><br />Our dorms are ensuite with in-room but 2 separate shower, toilet and 2 wash basins.<br /><br />Each bed has a privacy panel and is equipped with reading light, electricity plug, shelf, and luggage storage. <br /><br />FREE Linen kit (1 pillow case, 2 bed sheets, and 1 duvet), Wi-Fi and A/C. <br /><br />Towels and padlock available to purchase at reception.<br /><br />Come to join our Social Bar: There is a wide choice of weekly musical events, always free for our guests ;)",https://a0.muscache.com/pictures/ee70c9d9-7e9d-4f8f-a8d6-3c671760eeb3.jpg,276848376,https://www.airbnb.com/users/show/276848376,Gianluca,2019-07-17,"Venezia, Italy",within an hour,100%,100%,t,9.0,11.0,"['email', 'phone']",t,t,Piave 1860,Terraferma,45.483463,12.233254,Shared room in hostel,Shared room,1,1.0,1 shared bath,1.0,1.0,"[""Backyard"", ""Smoke alarm"", ""Fast wifi \u2013 298 Mbps"", ""Shampoo"", ""Air conditioning"", ""Elevator"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Ping pong table"", ""Hair dryer"", ""Oven"", ""Refrigerator"", ""Exterior security cameras on property"", ""Dishwasher"", ""Window guards"", ""Essentials"", ""Hangers"", ""Stove"", ""Room-darkening shades"", ""Free street parking"", ""Building staff"", ""Fire extinguisher"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony"", ""Dryer"", ""Luggage dropoff allowed"", ""Board games"", ""Self check-in"", ""Cooking basics"", ""First aid kit"", ""Heating"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",19.0,1,7,1,1,7,7,1.0,7.0,t,0,0,0,0,2025-03-02,2893,967,24,0,1017,255,4845.0,2025-02-26,4.72,4.82,4.7,4.88,4.81,4.77,4.74,t,9,0,1,5,43.77,shared bath
37712572,https://www.airbnb.com/rooms/37712572,20250302033917,city scrape,1 bed in 9 Bed female Dorm,"1 bed in a 9beds FEMALE dorm: share, socialize and save! <br /><br />Our dorms are ensuite with in-room but 2 separate shower, toilet and 2 wash basins.<br /><br />Each bed has a privacy panel and is equipped with reading light, electricity plug, shelf, and luggage storage. <br /><br />FREE Linen kit (1 pillow case, 2 bed sheets, and 1 duvet), Wi-Fi and A/C. <br /><br />Towels and padlock available to purchase at reception.<br /><br />Come to join our Social Bar: There is a wide choice of weekly musical events, always free for our guests ;)",https://a0.muscache.com/pictures/ee70c9d9-7e9d-4f8f-a8d6-3c671760eeb3.jpg,276848376,https://www.airbnb.com/users/show/276848376,Gianluca,2019-07-17,"Venezia, Italy",within an hour,100%,100%,t,9.0,11.0,"['email', 'phone']",t,t,Piave 1860,Terraferma,45.483463,12.233254,Shared room in hostel,Shared room,1,1.0,1 shared bath,1.0,1.0,"[""Backyard"", ""Smoke alarm"", ""Shampoo"", ""Air conditioning"", ""Elevator"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Ping pong table"", ""Hair dryer"", ""Oven"", ""Refrigerator"", ""Exterior security cameras on property"", ""Dishwasher"", ""Fast wifi \u2013 283 Mbps"", ""Window guards"", ""Essentials"", ""Hangers"", ""Stove"", ""Room-darkening shades"", ""Building staff"", ""Fire extinguisher"", ""Dishes and silverware"", ""Patio or balcony"", ""Dryer"", ""Luggage dropoff allowed"", ""Board games"", ""Self check-in"", ""Cooking basics"", ""First aid kit"", ""Heating"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",21.0,1,7,1,1,7,7,1.0,7.0,t,30,58,88,363,2025-03-02,457,111,1,303,120,255,5355.0,2025-02-02,4.74,4.84,4.7,4.89,4.84,4.77,4.8,t,9,0,1,5,6.92,shared bath
37713392,https://www.airbnb.com/rooms/37713392,20250302033917,city scrape,1 bed in 7 Bed female Dorm,"1 bed in a 7beds FEMALE dorm: share, socialize and save! <br /><br />Our dorms are ensuite with in-room but separate shower, toilet and 2 wash basins.<br /><br />Each bed has a privacy panel and is equipped with reading light, electricity plug, shelf, and luggage storage. <br /><br />FREE Linen kit (1 pillow case, 2 bed sheets, and 1 duvet), Wi-Fi and A/C. <br /><br />Towels and padlock available to purchase at reception.<br /><br />Come to join our Social Bar: There is a wide choice of weekly musical events, always free for our guests ;)",https://a0.muscache.com/pictures/903784e0-f2a7-4c89-a873-1a069a95419c.jpg,276848376,https://www.airbnb.com/users/show/276848376,Gianluca,2019-07-17,"Venezia, Italy",within an hour,100%,100%,t,9.0,11.0,"['email', 'phone']",t,t,Piave 1860,Terraferma,45.483463,12.233254,Shared room in hostel,Shared room,1,1.0,1 shared bath,1.0,1.0,"[""Backyard"", ""Smoke alarm"", ""Shampoo"", ""Air conditioning"", ""Elevator"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Ping pong table"", ""Hair dryer"", ""Oven"", ""Refrigerator"", ""Exterior security cameras on property"", ""Dishwasher"", ""Outdoor dining area"", ""Window guards"", ""Essentials"", ""Hangers"", ""Stove"", ""Room-darkening shades"", ""Building staff"", ""Fire extinguisher"", ""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony"", ""Dryer"", ""Luggage dropoff allowed"", ""Board games"", ""Self check-in"", ""Fast wifi \u2013 250 Mbps"", ""Cooking basics"", ""First aid kit"", ""Heating"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",22.0,1,7,1,1,7,7,1.0,7.0,t,30,59,89,364,2025-03-02,119,17,0,304,19,102,2244.0,2024-12-26,4.76,4.84,4.68,4.9,4.87,4.77,4.77,t,9,0,1,5,1.81,shared bath
37108740,https://www.airbnb.com/rooms/37108740,20250302033917,city scrape,Alla Bianca Hotel- Superior Double Room,"Alla Bianca welcomes its guests in a warm , relaxing and familiar atmosphere .It is ideal for those who want to reach Venice with their own car and enjoy free parking , whether for long stays in Venice Mestre or for a family holiday in Venice . Services and Info : - Reception from 06:00 to 21:00 - check in",https://a0.muscache.com/pictures/64dc744f-1b3e-454a-927d-abc09ba3b2ff.jpg,271529819,https://www.airbnb.com/users/show/271529819,Hassan,2019-06-26,"Venice, Italy",within an hour,99%,100%,f,9.0,11.0,"['email', 'phone']",t,t,Marghera Zona Industriale,Terraferma,45.46866,12.23922,Room in hotel,Hotel room,2,1.0,1 bath,1.0,1.0,"[""Hair dryer"", ""Essentials"", ""Smoke alarm"", ""Free parking on premises"", ""Self check-in"", ""Shampoo"", ""Crib"", ""Air conditioning"", ""Heating"", ""First aid kit"", ""Wifi"", ""Free street parking"", ""TV"", ""Keypad"", ""Hot water"", ""Bed linens""]",57.0,1,1125,1,1,1125,1125,1.0,1125.0,t,18,41,56,305,2025-03-02,175,31,1,245,34,186,10602.0,2025-02-09,4.49,4.51,4.63,4.8,4.71,4.38,4.51,t,9,0,2,0,2.57,bath
